Pathway,Pathway Name,Metabolite,SMILES,inchikey,inchikey_wo_last
map00520,Amino sugar and nucleotide sugar metabolism,C04630,CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](C)[C@@H](N)[C@@H]1O,FUUMLYWEEZBCQR-UINYWEPJSA-N,FUUMLYWEEZBCQR-UINYWEPJSA-
map00520,Amino sugar and nucleotide sugar metabolism,C04631,C=C(O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@@H]1NC(C)=O)C(=O)O,BEGZZYPUNCJHKP-DBYWSUQTSA-N,BEGZZYPUNCJHKP-DBYWSUQTSA-
map00520,Amino sugar and nucleotide sugar metabolism,C05385,O=C(O)[C@H]1O[C@H](OP(=O)(O)O)[C@H](O)[C@@H](O)[C@@H]1O,AIQDYKMWENWVQJ-QIUUJYRFSA-N,AIQDYKMWENWVQJ-QIUUJYRFSA-
map00520,Amino sugar and nucleotide sugar metabolism,C06023,N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@H](O)[C@H]2N)[C@@H](CO)O[C@H]1O,RQFQJYYMBWVMQG-IXDPLRRUSA-N,RQFQJYYMBWVMQG-IXDPLRRUSA-
map00520,Amino sugar and nucleotide sugar metabolism,C06156,N[C@H]1[C@@H](OP(=O)(O)O)O[C@H](CO)[C@@H](O)[C@@H]1O,YMJBYRVFGYXULK-QZABAPFNSA-N,YMJBYRVFGYXULK-QZABAPFNSA-
map00520,Amino sugar and nucleotide sugar metabolism,C06240,CC(=O)N[C@@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](C(=O)O)[C@@H](O)[C@@H]1O,DZOGQXKQLXAPND-XHUKORKBSA-N,DZOGQXKQLXAPND-XHUKORKBSA-
map00520,Amino sugar and nucleotide sugar metabolism,C06241,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)COP(=O)(O)O)OC(O)(C(=O)O)C[C@@H]1O,SQMNIXJSBCSNCI-LUWBGTNYSA-N,SQMNIXJSBCSNCI-LUWBGTNYSA-
map00520,Amino sugar and nucleotide sugar metabolism,C06377,N[C@H]1C(O)O[C@H](COP(=O)(O)O)[C@H](O)[C@@H]1O,XHMJOUIAFHJHBW-GASJEMHNSA-N,XHMJOUIAFHJHBW-GASJEMHNSA-
map00520,Amino sugar and nucleotide sugar metabolism,C11521,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,FQANCGQCBCUSMI-JZMIEXBBSA-N,FQANCGQCBCUSMI-JZMIEXBBSA-
map00520,Amino sugar and nucleotide sugar metabolism,C13952,CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](C(=O)O)[C@H](O)[C@@H]1O,DZOGQXKQLXAPND-ALERELDYSA-N,DZOGQXKQLXAPND-ALERELDYSA-
map00520,Amino sugar and nucleotide sugar metabolism,C15925,Nc1nc2c(ncn2C2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,MVMSCBBUIHUTGJ-KTEPSGLNSA-N,MVMSCBBUIHUTGJ-KTEPSGLNSA-
map00520,Amino sugar and nucleotide sugar metabolism,C16153,N[C@H]1CO[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@H]1O,GWBAKYBSWHQNMQ-IAZOVDBXSA-N,GWBAKYBSWHQNMQ-IAZOVDBXSA-
map00520,Amino sugar and nucleotide sugar metabolism,C16154,O=CN[C@H]1CO[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@H]1O,QGYFHZBDXXNYAX-RTXATJJPSA-N,QGYFHZBDXXNYAX-RTXATJJPSA-
map00520,Amino sugar and nucleotide sugar metabolism,C16155,O=C1CO[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@H]1O,URJZIQLTPCJVMW-QNSCKLTRSA-N,URJZIQLTPCJVMW-QNSCKLTRSA-
map00520,Amino sugar and nucleotide sugar metabolism,C16156,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)(O)O[C@@H]1OC[C@H](NC=O)[C@H](O)[C@H]1O,KDTATMYQJZYGGT-CRHUQJHVSA-N,KDTATMYQJZYGGT-CRHUQJHVSA-
map00520,Amino sugar and nucleotide sugar metabolism,C16157,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)(O)O[C@@H]1OC[C@H](N)[C@H](O)[C@H]1O,BAFPKKRTAQMYMS-MEKAZKDWSA-N,BAFPKKRTAQMYMS-MEKAZKDWSA-
map00520,Amino sugar and nucleotide sugar metabolism,C16183,O=P(O)(O)O[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O,ILXHFXFPPZGENN-SQOUGZDYSA-N,ILXHFXFPPZGENN-SQOUGZDYSA-
map00520,Amino sugar and nucleotide sugar metabolism,C16698,CC(=O)N[C@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O[C@H](C)C(=O)O,NMEMTQKUEVNSPV-MKFCKLDKSA-N,NMEMTQKUEVNSPV-MKFCKLDKSA-
map00520,Amino sugar and nucleotide sugar metabolism,C17269,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3OC[C@@H](O)[C@@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,YMGVYRGWAJJYOU-AUAPHEICSA-N,YMGVYRGWAJJYOU-AUAPHEICSA-
map00520,Amino sugar and nucleotide sugar metabolism,C17326,C[C@@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@@H]2O)[C@H](O)CC1=O,DATWFRMXXZBEPM-SGLIKCFUSA-N,DATWFRMXXZBEPM-SGLIKCFUSA-
map00520,Amino sugar and nucleotide sugar metabolism,C17327,C[C@@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@@H]2O)[C@H](O)C[C@H]1O,JHEDABDMLBOYRG-FQTMVLHBSA-N,JHEDABDMLBOYRG-FQTMVLHBSA-
map00520,Amino sugar and nucleotide sugar metabolism,C17328,C[C@@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2OC(n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)C1=O,DDWGQQADOIMFOI-QSIMHORSSA-N,DDWGQQADOIMFOI-QSIMHORSSA-
map00520,Amino sugar and nucleotide sugar metabolism,C18060,CC(=O)N[C@H]1[C@@H](OP(=O)(O)O)O[C@H](CO)[C@H](O)[C@@H]1O,FZLJPEPAYPUMMR-JAJWTYFOSA-N,FZLJPEPAYPUMMR-JAJWTYFOSA-
map00520,Amino sugar and nucleotide sugar metabolism,C18094,O=c1ccn(C2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@@H](CO)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,QGNZSCRNMXQWNR-MGYZEILKSA-N,QGNZSCRNMXQWNR-MGYZEILKSA-
map00520,Amino sugar and nucleotide sugar metabolism,C19725,CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](C(=O)O)[C@@H](O)[C@@H]1NC(C)=O,GZLIMKLKXDFTJR-LTMKHLKMSA-N,GZLIMKLKXDFTJR-LTMKHLKMSA-
map00520,Amino sugar and nucleotide sugar metabolism,C19745,CC(=O)N[C@@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](C(=O)O)[C@@H](O)[C@@H]1NC(C)=O,GZLIMKLKXDFTJR-ZVWGYSLJSA-N,GZLIMKLKXDFTJR-ZVWGYSLJSA-
map00520,Amino sugar and nucleotide sugar metabolism,C19769,CC(=O)N[C@H]1[C@@H]2OC[C@@H](O2)[C@@H](O)[C@@H]1O[C@H](C)C(=O)O,ZFEGYUMHFZOYIY-YVNCZSHWSA-N,ZFEGYUMHFZOYIY-YVNCZSHWSA-
map00520,Amino sugar and nucleotide sugar metabolism,C19823,CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@@H](C)C(=O)[C@@H]1O,XBILTLYIKDPORV-QEEJMIEASA-N,XBILTLYIKDPORV-QEEJMIEASA-
map00520,Amino sugar and nucleotide sugar metabolism,C19961,CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@@H](C)[C@H](N)[C@@H]1O,FUUMLYWEEZBCQR-NAGKVERXSA-N,FUUMLYWEEZBCQR-NAGKVERXSA-
map00520,Amino sugar and nucleotide sugar metabolism,C19971,CC(=O)N[C@@H]1[C@H](O)[C@@H](NC(C)=O)[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H]1C,KCAODEOZHCZEBC-SXTUWYCGSA-N,KCAODEOZHCZEBC-SXTUWYCGSA-
map00520,Amino sugar and nucleotide sugar metabolism,C19972,CC(=O)N[C@@H]1[C@H](O)[C@@H](NC(C)=O)[C@@H](O)O[C@H]1C,NRXWTRNYICXMBF-SGZWNVLDSA-N,NRXWTRNYICXMBF-SGZWNVLDSA-
map00520,Amino sugar and nucleotide sugar metabolism,C20082,CC(=O)N[C@H]([C@@H]1O[C@](O)(C(=O)O)C[C@H](O)[C@@H]1NC(C)=O)[C@H](C)O,ZJOSXOOPEBJBMC-LJRWBPDUSA-N,ZJOSXOOPEBJBMC-LJRWBPDUSA-
map00520,Amino sugar and nucleotide sugar metabolism,C20083,CC(=O)N[C@H]([C@@H]1O[C@](OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@@H]2O)(C(=O)O)C[C@H](O)[C@@H]1NC(C)=O)[C@H](C)O,XTZJKGIMUFZFBV-STPXTTIVSA-N,XTZJKGIMUFZFBV-STPXTTIVSA-
map00520,Amino sugar and nucleotide sugar metabolism,C20357,CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](C)[C@@H](NC(C)=O)[C@@H]1O,KCAODEOZHCZEBC-TUHJILAWSA-N,KCAODEOZHCZEBC-TUHJILAWSA-
map00520,Amino sugar and nucleotide sugar metabolism,C20359,CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](C(=O)O)[C@@H](O)[C@@H]1N,RRAQYLXLCYIZBB-HHKCBAECSA-N,RRAQYLXLCYIZBB-HHKCBAECSA-
map00520,Amino sugar and nucleotide sugar metabolism,C20395,CC(=O)N[C@@H]1C(=O)[C@H](O)[C@@H](C(=O)O)O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O,FQYJGWJSECSVLP-AZKAKUJRSA-N,FQYJGWJSECSVLP-AZKAKUJRSA-
map00520,Amino sugar and nucleotide sugar metabolism,C20418,CC(=O)N[C@@H]([C@@H]1O[C@](O)(C(=O)O)C[C@H](O)[C@H]1NC(C)=O)[C@@H](C)O,ZJOSXOOPEBJBMC-DAJNMGJPSA-N,ZJOSXOOPEBJBMC-DAJNMGJPSA-
map00520,Amino sugar and nucleotide sugar metabolism,C20419,CC(=O)N[C@@H]([C@@H]1O[C@](OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@@H]2O)(C(=O)O)C[C@H](O)[C@H]1NC(C)=O)[C@@H](C)O,XTZJKGIMUFZFBV-QBAABWDMSA-N,XTZJKGIMUFZFBV-QBAABWDMSA-
map00520,Amino sugar and nucleotide sugar metabolism,C20424,CC(=O)N[C@H]1[C@H](O)[C@H](NC(C)=O)[C@@H](O)O[C@@H]1C,NRXWTRNYICXMBF-UBUKNDCTSA-N,NRXWTRNYICXMBF-UBUKNDCTSA-
map00520,Amino sugar and nucleotide sugar metabolism,C20638,C[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1N,PMFIPWCEUCAMAY-YVXBHLEUSA-N,PMFIPWCEUCAMAY-YVXBHLEUSA-
map00520,Amino sugar and nucleotide sugar metabolism,C20672,CC(=O)N[C@H]1[C@H](O)[C@H](O)[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)O[C@@H]1C,QYYLCPNKZRMSFL-XEDXKBCUSA-N,QYYLCPNKZRMSFL-XEDXKBCUSA-
map00520,Amino sugar and nucleotide sugar metabolism,C20934,O=C(O)C1(O)C[C@H](O)[C@@H](O)[C@H]([C@H](O)[C@H](O)CO)O1,CLRLHXKNIYJWAW-QBTAGHCHSA-N,CLRLHXKNIYJWAW-QBTAGHCHSA-
map00520,Amino sugar and nucleotide sugar metabolism,C21027,CC(=O)N[C@H]1[C@@H](OP(=O)(O)O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)O,DTSXRQWOCZUNPL-YVNCZSHWSA-N,DTSXRQWOCZUNPL-YVNCZSHWSA-
map00520,Amino sugar and nucleotide sugar metabolism,C21383,O=C(O)C1(O)C[C@H](O)[C@@H](O)[C@H]([C@H](O)[C@H](O)COP(=O)(O)O)O1,KIZXPTJSEKWTPW-QBTAGHCHSA-N,KIZXPTJSEKWTPW-QBTAGHCHSA-
map00520,Amino sugar and nucleotide sugar metabolism,C21384,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O[C@@]3(C(=O)O)C[C@H](O)[C@@H](O)[C@H]([C@H](O)[C@H](O)CO)O3)[C@@H](O)[C@H]2O)c(=O)n1,SFLGTPJBQWRIMH-ZBOJUINDSA-N,SFLGTPJBQWRIMH-ZBOJUINDSA-
map00520,Amino sugar and nucleotide sugar metabolism,C22029,N[C@H]1[C@@H](OP(=O)(O)O)O[C@H](CO)[C@H](O)[C@@H]1O,YMJBYRVFGYXULK-VFUOTHLCSA-N,YMJBYRVFGYXULK-VFUOTHLCSA-
map00520,Amino sugar and nucleotide sugar metabolism,C22938,CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)OC[C@@H](O)[C@@H]1O,UEPNWXBOXKZBEW-MLNBQNOVSA-N,UEPNWXBOXKZBEW-MLNBQNOVSA-
map00860,Porphyrin metabolism,C00025,N[C@@H](CCC(=O)O)C(=O)O,WHUUTDBJXJRKMK-VKHMYHEASA-N,WHUUTDBJXJRKMK-VKHMYHEASA-
map00860,Porphyrin metabolism,C00032,C=CC1=C(C)/C2=C/c3c(C=C)c(C)c4n3[Fe]n3/c(c(C)c(CCC(=O)O)/c3=C/C3=N/C(=C\4)C(C)=C3CCC(=O)O)=C\C1=N2,KABFMIBPWCXCRK-KOGNBAONSA-L,KABFMIBPWCXCRK-KOGNBAONSA-
map00860,Porphyrin metabolism,C00037,NCC(=O)O,DHMQDGOQFOQNFH-UHFFFAOYSA-N,DHMQDGOQFOQNFH-UHFFFAOYSA-
map00860,Porphyrin metabolism,C00188,C[C@@H](O)[C@H](N)C(=O)O,AYFVYJQAPQTCCC-GBXIJSLDSA-N,AYFVYJQAPQTCCC-GBXIJSLDSA-
map00860,Porphyrin metabolism,C00194,C/C1=C2/N([Co+]C[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)C([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@@H](n3cnc4cc(C)c(C)cc43)O[C@@H]2CO)[C@]2(C)N=C(/C(C)=C3\N=C(/C=C4\N=C1[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]3(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O,ZIHHMGTYZOSFRC-QRVZQHAISA-L,ZIHHMGTYZOSFRC-QRVZQHAISA-
map00860,Porphyrin metabolism,C00430,NCC(=O)CCC(=O)O,ZGXJTSGNIOSYLO-UHFFFAOYSA-N,ZGXJTSGNIOSYLO-UHFFFAOYSA-
map00860,Porphyrin metabolism,C00486,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O,BPYKTIZUTYGOLE-IFADSCNNSA-N,BPYKTIZUTYGOLE-IFADSCNNSA-
map00860,Porphyrin metabolism,C00500,C=CC1=C(C)/C(=C/C2=N/C(=C\c3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)C(CCC(=O)O)=C2C)NC1=O,QBUVFDKTZJNUPP-BBROENKCSA-N,QBUVFDKTZJNUPP-BBROENKCSA-
map00860,Porphyrin metabolism,C00524,*NC(=O)[C@H](CSC(C)C1=C(C)/C2=C/c3c(C(C)SC[C@H](NC(*)=O)C(=O)N*)c(C)c4n3[Fe]n3/c(c(C)c(CCC(=O)O)/c3=C/C3=N/C(=C\4)C(C)=C3CCC(=O)O)=C\C1=N2)NC(*)=O,,
map00860,Porphyrin metabolism,C00541,C/C1=C2/N([Co+])C([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@@H](n3cnc4cc(C)c(C)cc43)O[C@@H]2CO)[C@]2(C)N=C(/C(C)=C3\N=C(/C=C4\N=C1[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]3(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O,ASARMUCNOOHMLO-FSANSEACSA-L,ASARMUCNOOHMLO-FSANSEACSA-
map00860,Porphyrin metabolism,C00748,C[C@@]1(CC(=O)O)/C2=C/c3c(CC(=O)O)c(CCC(=O)O)c4n3[Fe]N3/C(=C\C5=N/C(=C\4)C(CCC(=O)O)=C5CC(=O)O)[C@@H](CCC(=O)O)[C@](C)(CC(=O)O)/C3=C/C(=N2)[C@H]1CCC(=O)O,DLKSSIHHLYNIKN-QIISWYHFSA-L,DLKSSIHHLYNIKN-QIISWYHFSA-
map00860,Porphyrin metabolism,C00853,C/C1=C2/N([Co])C([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)(O)O[C@H]2[C@@H](O)[C@@H](n3cnc4cc(C)c(C)cc43)O[C@@H]2CO)[C@]2(C)N=C(/C(C)=C3\N=C(/C=C4\N=C1[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]3(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O,OMAOKVYASDIYQG-FSANSEACSA-M,OMAOKVYASDIYQG-FSANSEACSA-
map00860,Porphyrin metabolism,C00931,NCc1[nH]cc(CCC(=O)O)c1CC(=O)O,QSHWIQZFGQKFMA-UHFFFAOYSA-N,QSHWIQZFGQKFMA-UHFFFAOYSA-
map00860,Porphyrin metabolism,C00992,C/C1=C2/N([Co+]O)C([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)(O)O[C@H]2[C@@H](O)[C@@H](n3cnc4cc(C)c(C)cc43)O[C@@H]2CO)[C@]2(C)N=C(/C(C)=C3\N=C(/C=C4\N=C1[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]3(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O,YOZNUFWCRFCGIH-UVKKECPRSA-L,YOZNUFWCRFCGIH-UVKKECPRSA-
map00860,Porphyrin metabolism,C01024,O=C(O)CCc1c[nH]c(Cc2[nH]c(Cc3[nH]c(Cc4[nH]c(CO)c(CC(=O)O)c4CCC(=O)O)c(CC(=O)O)c3CCC(=O)O)c(CC(=O)O)c2CCC(=O)O)c1CC(=O)O,WDFJYRZCZIUBPR-UHFFFAOYSA-N,WDFJYRZCZIUBPR-UHFFFAOYSA-
map00860,Porphyrin metabolism,C01051,O=C(O)CCc1c2[nH]c(c1CC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CCC(=O)O)c1CC(=O)O)C2,HUHWZXWWOFSFKF-UHFFFAOYSA-N,HUHWZXWWOFSFKF-UHFFFAOYSA-
map00860,Porphyrin metabolism,C01079,C=Cc1c2[nH]c(c1C)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(C)c1CCC(=O)O)Cc1[nH]c(c(C)c1C=C)C2,UHSGPDMIQQYNAX-UHFFFAOYSA-N,UHSGPDMIQQYNAX-UHFFFAOYSA-
map00860,Porphyrin metabolism,C02139,C=Cc1c(C)c2n3c1/C=C1\N=C(/C=c4/c(C)c5c(n4[Mg]3)=C(C3=N/C(=C\2)[C@@H](C)[C@@H]3CCC(=O)O)[C@@H](C(=O)OC)C5=O)C(CC)=C1C,ANWUQYTXRXCEMZ-NYABAGMLSA-L,ANWUQYTXRXCEMZ-NYABAGMLSA-
map00860,Porphyrin metabolism,C02191,C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C,KSFOVUSSGSKXFI-UHFFFAOYSA-N,KSFOVUSSGSKXFI-UHFFFAOYSA-
map00860,Porphyrin metabolism,C02463,C[C@@]1(CC(=O)O)C2=N/C(=C\c3[nH]c(c(CCC(=O)O)c3CC(=O)O)Cc3[nH]c(c(CC(=O)O)c3CCC(=O)O)/C=C3\N/C(=C\2)[C@@H](CCC(=O)O)[C@]3(C)CC(=O)O)[C@H]1CCC(=O)O,CSWLXNNNLVVXKD-ZIBVGKFXSA-N,CSWLXNNNLVVXKD-ZIBVGKFXSA-
map00860,Porphyrin metabolism,C02469,O=C(O)CCC1=C(CC(=O)O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CC(=O)O)c5CCC(=O)O)C(CCC(=O)O)=C4CC(=O)O)c(CC(=O)O)c3CCC(=O)O,VZVFNUAIRVUCEW-UHFFFAOYSA-N,VZVFNUAIRVUCEW-UHFFFAOYSA-
map00860,Porphyrin metabolism,C02800,O=CC(=O)CCC(=O)O,YHUFRVYVNKGICT-UHFFFAOYSA-N,YHUFRVYVNKGICT-UHFFFAOYSA-
map00860,Porphyrin metabolism,C02823,C/C1=C2/N([Co+]C#N)C([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@@H](n3cnc4cc(C)c(C)cc43)O[C@@H]2CO)[C@]2(C)N=C(/C(C)=C3\N=C(/C=C4\N=C1[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]3(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O,RMRCNWBMXRMIRW-UVKKECPRSA-L,RMRCNWBMXRMIRW-UVKKECPRSA-
map00860,Porphyrin metabolism,C02880,C=Cc1c(C)c2n3c1/C=C1\N=C(/C=c4/c(C)c5c(n4[Mg]3)=C(C3=N/C(=C\2)C(C)=C3CCC(=O)O)[C@@H](C(=O)OC)C5=O)C(CC)=C1C,QBPCOMNNISRCTC-FDRQDALZSA-L,QBPCOMNNISRCTC-FDRQDALZSA-
map00860,Porphyrin metabolism,C02987,*[C@@H]1O[C@H](CO)[C@@H](OP(=O)(O)OC[C@H]2O[C@@H](*)[C@H](O)[C@@H]2OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](OC(=O)[C@@H](N)CCC(=O)O)[C@@H]2O)[C@H]1O,,
map00860,Porphyrin metabolism,C03114,Cc1cc2nc[nH]c2cc1C,LJUQGASMPRMWIW-UHFFFAOYSA-N,LJUQGASMPRMWIW-UHFFFAOYSA-
map00860,Porphyrin metabolism,C03194,C[C@@H](O)CN,HXKKHQJGJAFBHI-GSVOUGTGSA-N,HXKKHQJGJAFBHI-GSVOUGTGSA-
map00860,Porphyrin metabolism,C03263,Cc1c2[nH]c(c1CCC(=O)O)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(C)c1CCC(=O)O)C2,NIUVHXTXUXOFEB-UHFFFAOYSA-N,NIUVHXTXUXOFEB-UHFFFAOYSA-
map00860,Porphyrin metabolism,C03373,Nc1cncn1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,PDACUKOKVHBVHJ-XVFCMESISA-N,PDACUKOKVHBVHJ-XVFCMESISA-
map00860,Porphyrin metabolism,C03516,C=CC1=C(C)/C2=C/c3c(C=C)c(C)c4n3[Mg]n3/c(c(C)c(CCC(=O)O)/c3=C/C3=N/C(=C\4)C(C)=C3CCC(=O)O)=C\C1=N2,REJJDEGSUOCEEW-KOGNBAONSA-L,REJJDEGSUOCEEW-KOGNBAONSA-
map00860,Porphyrin metabolism,C03741,N[C@H](C=O)CCC(=O)O,MPUUQNGXJSEWTF-BYPYZUCNSA-N,MPUUQNGXJSEWTF-BYPYZUCNSA-
map00860,Porphyrin metabolism,C04122,C[C@H](CN)OP(=O)(O)O,YBOLZUJJGUZUDC-GSVOUGTGSA-N,YBOLZUJJGUZUDC-GSVOUGTGSA-
map00860,Porphyrin metabolism,C04536,C=CC1=C(C)/C2=C/c3c(C=C)c(C)c4n3[Mg]n3/c(c(C)c(CCC(=O)OC)/c3=C/C3=N/C(=C\4)C(C)=C3CCC(=O)O)=C\C1=N2,JHTBRMHXRULRGV-LKLHDJBNSA-M,JHTBRMHXRULRGV-LKLHDJBNSA-
