Pathway ID,Type,Pathway Name,Metabolite,Name,SMILES
PWY-6062,ANTHOCYANIN-SYN,peonidin and derivatives biosynthesis,CPD-10500,peonidin,COC1(/C=C(\C=C/C(/O)=1)/C3(/[O+]=C2(C(/C(/O)=C\C(\O)=C/2)=C/C(/O)=3)))
PWY-6062,ANTHOCYANIN-SYN,peonidin and derivatives biosynthesis,CPD-591,cyanidin,C3(\C(\C1(C(/[O-])=C\C2(\C(\[O+]=1)=C/C(/O)=C\C(\[O-])=2)))=C/C(/O)=C(\C=3)/O)
PWY-922,Mevalonate-Pathways,mevalonate pathway I,DELTA3-ISOPENTENYL-PP,isopentenyl diphosphate,C=C(C)CCOP([O-])(=O)OP([O-])(=O)[O-]
PWY-922,Mevalonate-Pathways,mevalonate pathway I,CPD-4211,prenyl diphosphate,CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]
PWY-922,Mevalonate-Pathways,mevalonate pathway I,CPD-641,(R)-mevalonate diphosphate,C[C@@](O)(CCOP(=O)([O-])OP([O-])([O-])=O)CC(=O)[O-]
PWY-922,Mevalonate-Pathways,mevalonate pathway I,CPD-499,(<i>R</i>)-5-phosphomevalonate,C[C@@](O)(CCOP(=O)([O-])[O-])CC(=O)[O-]
PWY-922,Mevalonate-Pathways,mevalonate pathway I,MEVALONATE,(<i>R</i>)-mevalonate,C[C@@](O)(CCO)CC(=O)[O-]
PWY-922,Mevalonate-Pathways,mevalonate pathway I,3-HYDROXY-3-METHYL-GLUTARYL-COA,(<i>S</i>)-3-hydroxy-3-methylglutaryl-CoA,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@](C)(O)CC(=O)[O-])COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
PWY-922,Mevalonate-Pathways,mevalonate pathway I,ACETYL-COA,acetyl-CoA,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
PWY-922,Mevalonate-Pathways,mevalonate pathway I,ACETOACETYL-COA,acetoacetyl-CoA,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPDQT-30,9-(methylsulfanyl)-2-oxononanoate,CSCCCCCCCC(=O)C([O-])=O
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPDQT-256,L-pentahomomethionine,CSCCCCCCC[C@H]([NH3+])C(=O)[O-]
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPDQT-29,8-(methylsulfanyl)-2-oxooctanoate,CSCCCCCCC(=O)C([O-])=O
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPDQT-349,L-tetrahomomethionine,C(=O)([O-])[C@@H]([NH3+])CCCCCCSC
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPDQT-28,7-(methylsulfanyl)-2-oxoheptanoate,CSCCCCCC(=O)C([O-])=O
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPDQT-404,L-trihomomethionine,CSCCCCC[C@@H](C([O-])=O)[NH3+]
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPDQT-27,6-(methylsulfanyl)-2-oxohexanoate,CSCCCCC(=O)C([O-])=O
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPDQT-340,L-dihomomethionine,CSCCCC[C@H]([NH3+])C(=O)[O-]
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPDQT-41,10-(methylsulfanyl)-2-oxodecanoate,CSCCCCCCCCC(=O)C([O-])=O
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPDQT-277,L-hexahomomethionine,CSCCCCCCCC[C@H]([NH3+])C(=O)[O-]
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPD-19487,3-carboxy-10-(methylsulfanyl)-2-oxodecanoate,CSCCCCCCCC(C(=O)C(=O)[O-])C(=O)[O-]
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPDQT-40,3-[(7'-methylsulfanyl)heptyl]malate,CSCCCCCCCC(C(O)C(=O)[O-])C(=O)[O-]
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPD-19488,3-carboxy-9-(methylsulfanyl)-2-oxononanoate,CSCCCCCCC(C(=O)C(=O)[O-])C(=O)[O-]
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPDQT-39,3-[(6'-methylsulfanyl)hexyl]malate,CSCCCCCCC(C(O)C(=O)[O-])C(=O)[O-]
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPD-19489,3-carboxy-8-(methylsulfanyl)-2-oxooctanoate,CSCCCCCC(C(=O)C(=O)[O-])C(=O)[O-]
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPDQT-38,3-[(5'-methylsulfanyl)pentyl]malate,CSCCCCCC(C(O)C(=O)[O-])C(=O)[O-]
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPD-19490,3-carboxy-7-(methylsulfanyl)-2-oxoheptanoate,CSCCCCC(C(=O)C(=O)[O-])C(=O)[O-]
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPDQT-37,3-[(4'-methylsulfanyl)butyl]malate,CSCCCCC(C(O)C(=O)[O-])C(=O)[O-]
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPD-19491,3-carboxy-6-(methylsulfanyl)-2-oxohexanoate,C(C(CCCSC)C(=O)C(=O)[O-])(=O)[O-]
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPDQT-36,3-[(3'-methylsulfanyl)propyl]malate,C(C(CCCSC)C(O)C(=O)[O-])(=O)[O-]
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPD-19481,2-[(2'-methylsulfanyl)heptyl]maleate,CSCCCCCCCC(\C(=O)[O-])=C\C([O-])=O
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPDQT-35,2-[(7'-methylsulfanyl)heptyl]malate,CSCCCCCCCC(O)(CC([O-])=O)C(=O)[O-]
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPD-19480,2-[(2'-methylsulfanyl)hexyl]maleate,CSCCCCCCC(\C(=O)[O-])=C\C([O-])=O
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPDQT-34,2-[(6'-methylsulfanyl)hexyl]malate,CSCCCCCCC(O)(CC([O-])=O)C(=O)[O-]
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPD-19479,2-[(2'-methylsulfanyl)pentyl]maleate,CSCCCCCC(\C(=O)[O-])=C\C([O-])=O
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPDQT-33,2-[(5'-methylsulfanyl)pentyl]malate,CSCCCCCC(O)(CC([O-])=O)C(=O)[O-]
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPD-19478,2-[(2'-methylsulfanyl)butyl]maleate,CSCCCCC(\C(=O)[O-])=C\C([O-])=O
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPDQT-32,2-[(4'-methylsulfanyl)butyl]malate,CSCCCCC(O)(CC([O-])=O)C(=O)[O-]
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPD-19477,2-[(2'-methylsulfanyl)propyl]maleate,CSCCCC(\C(=O)[O-])=C\C([O-])=O
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",CPDQT-31,2-[(3'-methylsulfanyl)propyl]malate,CSCCCC(O)(CC([O-])=O)C(=O)[O-]
PWYQT-4450,GLUCOSINOLATE-SYN,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",2-OXO-5-METHYLTHIOPENTANOIC-ACID,5-(methylsulfanyl)-2-oxopentanoate,CSCCCC(=O)C(=O)[O-]
PWY-6257,SESQUITERPENOID-SYN,curcumene biosynthesis,FARNESYL-PP,"(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate",CC(C)=CCCC(\C)=C/CCC(\C)=C/COP(OP([O-])(=O)[O-])(=O)[O-]
PWY-6257,SESQUITERPENOID-SYN,curcumene biosynthesis,CPD-11393,&gamma;-curcumene,CC(C)=CCC[C@@H](C)C1(\CCC(/C)=C/C=1)
PWY-6257,SESQUITERPENOID-SYN,curcumene biosynthesis,CPD-11392,(-)-&beta;-curcumene,CC(C)=CCC[C@@H](C)C1(\C\C=C(C)/C/C=1)
PWY-6257,SESQUITERPENOID-SYN,curcumene biosynthesis,CPD-11391,&alpha;-curcumene,CC(C)=CCCC(C)C1(\C=C/C(\C)=C\C=1)
PWY-3901,ISOQUINOLINE-ALKALOIDS,berberine biosynthesis,S-TETRAHYDROBERBERINE,(<i>S</i>)-canadine,C1(CC4(\C(\[C@@H]2(CC3(\C=C/C(/OC)=C(C(/CN12)=3)/OC)))=C/C5(/OCOC(/C=4)=5)))
PWY-3901,ISOQUINOLINE-ALKALOIDS,berberine biosynthesis,BERBERINE,berberine,COC1(/C=C\C2(\C(\C(\OC)=1)=C/[N+]3(\CCC4(\C(\C(/C=2)=3)=C/C5(/OCOC(/C=4)=5)))))
PWY-3901,ISOQUINOLINE-ALKALOIDS,berberine biosynthesis,S-TETRAHYDROCOLUMBAMINE,(<i>S</i>)-tetrahydrocolumbamine,C1(CC4(/C=C(C(/O)=C\C(\[C@@H]2(CC3(\C=C/C(/OC)=C(C(/CN12)=3)/OC)))=4)/OC))
PWY-3901,ISOQUINOLINE-ALKALOIDS,berberine biosynthesis,S-SCOULERINE,(<i>S</i>)-scoulerine,C1(N3([C@H](C2(\C=C(C(/OC)=C\C(/C1)=2)\O))CC4(\C=C/C(/OC)=C(C(/C3)=4)/O)))
PWY-3901,ISOQUINOLINE-ALKALOIDS,berberine biosynthesis,S-RETICULINE,(<i>S</i>)-reticuline,C1([NH+]([C@H](C2(\C=C(C(/OC)=C\C(/C1)=2)\O))CC3(\C=C/C(/OC)=C(\C=3)/O))C)
PWY-6432,POLYKETIDE-SYN,curcuminoid biosynthesis,P-COUMAROYL-COA,(<i>E</i>)-4-coumaroyl-CoA,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(\C=C/C(/O)=C\C=1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
PWY-6432,POLYKETIDE-SYN,curcuminoid biosynthesis,FERULOYL-COA,<i>trans</i>-feruloyl-CoA,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(/C=C(C(/O)=C\C=1)/OC))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
PWY-6432,POLYKETIDE-SYN,curcuminoid biosynthesis,CINNAMOYL-COA,cinnamoyl-CoA,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(\C=C/C=C\C=1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
PWY-6432,POLYKETIDE-SYN,curcuminoid biosynthesis,CPD-12184,4-coumaroylacetyl-CoA,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)/C=C/C1(\C=C/C(/O)=C\C=1))COP(=O)(OP(=O)(OC[C@H]2(O[C@H]([C@@H]([C@@H]2OP([O-])(=O)[O-])O)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
PWY-6432,POLYKETIDE-SYN,curcuminoid biosynthesis,CPD-12180,feruloylacetyl-CoA,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)/C=C/C1(\C=C/C(/O)=C(C=1)/OC))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
PWY-6432,POLYKETIDE-SYN,curcuminoid biosynthesis,CPD-6602,curcumin,COC2(/C=C(/C=C/C(/O)=C/C(/C=C/C1(/C=C(C(/O)=C\C=1)/OC))=O)\C=C/C(/O)=2)
PWY-6432,POLYKETIDE-SYN,curcuminoid biosynthesis,CPD-12187,demethoxycurcumin,COC1(/C=C(\C=C/C(/O)=1)/C=C/C(/O)=C/C(=O)/C=C/C2(\C=C/C(/O)=C\C=2))
PWY-6432,POLYKETIDE-SYN,curcuminoid biosynthesis,CPD-12188,bisdemethoxycurcumin,C2(/C=C(\C=C/C(/C=C/C(/O)=C/C(=O)/C=C/C1(\C=C/C(/O)=C\C=1))=2)/O)
PWY-6066,Auxin-Biosynthesis,IAA biosynthesis VII,CPD-10507,4-(indol-3-yl)butanoate,C1(\C=C/C2(/N\C=C(CCCC(=O)[O-])/C(\C=1)=2))
PWY-6066,Auxin-Biosynthesis,IAA biosynthesis VII,CPD-10508,indole-3-butyryl-CoA,C1(\N=C(C2(\N=C/N(C(\N=1)=2)[C@@H]3(O[C@@H]([C@@H](OP(O)(=O)O)[C@@H](O)3)COP(=O)(OP(=O)(OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCC4(\C5(\C(\N\C=4)=C/C=C\C=5)))O)O)))\N)
PWY-6066,Auxin-Biosynthesis,IAA biosynthesis VII,CPD-10516,2-trans-indole-3-butyryl-CoA,C1(\N=C(C2(\N=C/N(C(\N=1)=2)[C@@H]3(O[C@@H]([C@@H](OP(O)(=O)O)[C@@H](O)3)COP(=O)(OP(=O)(OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CC4(\C5(\C(\N\C=4)=C/C=C\C=5)))O)O)))\N)
PWY-6066,Auxin-Biosynthesis,IAA biosynthesis VII,CPD-10517,3-hydroxy-indole-3-butyryl-CoA,C1(\N=C(C2(\N=C/N(C(\N=1)=2)[C@@H]3(O[C@@H]([C@@H](OP(O)(=O)O)[C@@H](O)3)COP(=O)(OP(=O)(OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(O)CC4(\C5(\C(\N\C=4)=C/C=C\C=5)))O)O)))\N)
PWY-6066,Auxin-Biosynthesis,IAA biosynthesis VII,CPD-10518,3-keto-indole-3-butyryl-CoA,C1(\N=C(C2(\N=C/N(C(\N=1)=2)[C@@H]3(O[C@@H]([C@@H](OP(O)(=O)O)[C@@H](O)3)COP(=O)(OP(=O)(OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CC4(\C5(\C(\N\C=4)=C/C=C\C=5)))O)O)))\N)
PWY-6066,Auxin-Biosynthesis,IAA biosynthesis VII,CPD-10519,indole-3-acetyl-CoA,C1(\N=C(C2(\N=C/N(C(\N=1)=2)[C@@H]3(O[C@@H]([C@@H](OP(O)(=O)O)[C@@H](O)3)COP(=O)(OP(=O)(OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC4(C5(C(NC4)CCCC5)))O)O)))\N)
PWY-6066,Auxin-Biosynthesis,IAA biosynthesis VII,INDOLE_ACETATE_AUXIN,(indol-3-yl)acetate,C([O-])(=O)CC1(\C2(/C=C\C=C/C(/N\C=1)=2))
PWY-2561,ISOFLAVONOID-PHYTOALEXINS,medicarpin conjugates interconversion,CPD-4122,(-)-medicarpin-3-<i>O</i>-glucoside,COC5(\C=C1(C(/[C@H]3([C@@H](O1)C4(/C=C\C(\O[C@@H]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)2))=C/C(/OC3)=4)))=C/C=5))
PWY-2561,ISOFLAVONOID-PHYTOALEXINS,medicarpin conjugates interconversion,CPD-3402,(-)-medicarpin,COC4(\C=C1(C(/[C@@H]2(COC3(/C=C(\C=C/C(/[C@H](O1)2)=3)/O)))=C/C=4))
PWY-2561,ISOFLAVONOID-PHYTOALEXINS,medicarpin conjugates interconversion,CPD-4123,(-)-medicarpin-3-<i>O</i>-glucoside-6''-malonate,COC5(\C=C1(C(/[C@H]3([C@@H](O1)C4(/C=C\C(\O[C@@H]2(O[C@H](COC(CC([O-])=O)=O)[C@@H](O)[C@H](O)[C@@H](O)2))=C/C(/OC3)=4)))=C/C=5))
PWY-7458,ANTHOCYANIN-SYN,violdelphin biosynthesis,CPD-16560,delphinidin 3-<i>O</i>-rutinoside-7-<i>O</i>-(6-<i>O</i>-(4-<i>O</i>-(glucosyl)-oxybenzoyl)-glucoside),C[C@@H]8([C@@H](O)[C@H](O)[C@H](O)[C@H](OC[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C(C2(\C=C(C(\O)=C(/C=2)\O)\O))=[O+]C4(\C(/C=3)=C(/C=C(/C=4)/O[C@@H]7(O[C@H](COC(=O)C6(\C=C/C(/O[C@@H]5(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)5))=C\C=6))[C@@H](O)[C@H](O)[C@@H](O)7))\[O-]))))O8)
PWY-7458,ANTHOCYANIN-SYN,violdelphin biosynthesis,CPD-16561,violdelphin,C[C@@H]9([C@@H](O)[C@H](O)[C@H](O)[C@H](OC[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C(C2(\C=C(C(\O)=C(/C=2)\O)\O))=[O+]C4(\C(/C=3)=C(/C=C(/C=4)/O[C@@H]8(O[C@H](COC(=O)C7(\C=C/C(/O[C@@H]6(O[C@H](COC(=O)C5(\C=C/C(/O)=C\C=5))[C@@H](O)[C@H](O)[C@@H](O)6))=C\C=7))[C@@H](O)[C@H](O)[C@@H](O)8))\[O-]))))O9)
PWY-7458,ANTHOCYANIN-SYN,violdelphin biosynthesis,CPD-16559,delphinidin 3-<i>O</i>-rutinoside-7-<i>O</i>-(6-<i>O</i>-(p-hydroxybenzoyl)-glucoside),C[C@@H]7([C@@H](O)[C@H](O)[C@H](O)[C@H](OC[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C(C2(\C=C(C(\O)=C(/C=2)\O)\O))=[O+]C4(\C(/C=3)=C(/C=C(/C=4)/O[C@@H]6(O[C@H](COC(=O)C5(\C=C/C(/O)=C\C=5))[C@@H](O)[C@H](O)[C@@H](O)6))\[O-]))))O7)
PWY-7458,ANTHOCYANIN-SYN,violdelphin biosynthesis,CPD-16558,delphinidin 3-<i>O</i>-rutinoside-7-<i>O</i>-glucoside,C[C@@H]6([C@@H](O)[C@H](O)[C@H](O)[C@H](OC[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C(C2(\C=C(C(\O)=C(/C=2)\O)\O))=[O+]C4(\C=C(/C=C(C(\C=3)=4)/[O-])\O[C@@H]5(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)5)))))O6)
PWY-7458,ANTHOCYANIN-SYN,violdelphin biosynthesis,CPD-7145,delphinidin 3-<i>O</i>-rutinoside,C[C@@H]5([C@@H](O)[C@H](O)[C@H](O)[C@H](OC[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C(C2(\C=C(C(\O)=C(/C=2)\O)\O))=[O+]C4(\C=C(/C=C(C(\C=3)=4)/[O-])\O))))O5)
PWY-7458,ANTHOCYANIN-SYN,violdelphin biosynthesis,CPD-7117,delphinidin-3-<i>O</i>-&beta;-D-glucoside,C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C(C2(\C=C(C(\O)=C(/C=2)\O)\O))=[O+]C4(\C(/C=3)=C(/C=C(/C=4)/[O-])\[O-])))
PWY-5829,MONOTERPENOID-SYN,geraniol and geranial biosynthesis,GERANIAL,geranial,CC(C)=CCCC(\C)=C/C=O
PWY-5829,MONOTERPENOID-SYN,geraniol and geranial biosynthesis,CPD-9762,neral,CC(C)=CCCC(/C)=C/C=O
PWY-5829,MONOTERPENOID-SYN,geraniol and geranial biosynthesis,GERANIOL,geraniol,CC(C)=CCCC(\C)=C/CO
PWY-5829,MONOTERPENOID-SYN,geraniol and geranial biosynthesis,GERANYL-PP,geranyl diphosphate,CC(C)=CCCC(\C)=C/COP([O-])(OP(=O)([O-])[O-])=O
PWY-7171,FLAVONOL-SYN,,CPD-14981,"isorhamnetin 3-<i>O</i>-(6""-<i>O</i>-feruloyl)-glucoside",COC5(/C=C(/C=C/C(OC[C@H]4(O[C@@H](OC2(\C(=O)C3(/C(/OC(\C1(/C=C(C(/O)=C\C=1)/OC))=2)=C\C(\O)=C/C(/O)=3)))[C@H](O)[C@@H](O)[C@H](O)4))=O)\C=C/C(/O)=5)
PWY-7171,FLAVONOL-SYN,,CPD-14985,"isorhamnetin 3-<i>O</i>-(3""-<i>O</i>-<i>p</i>-coumaroyl, 6""-<i>O</i>-feruloyl)-glucoside",COC6(/C=C(/C=C/C(OC[C@H]5(O[C@@H](OC2(\C(=O)C3(/C(/OC(\C1(/C=C(C(/O)=C\C=1)/OC))=2)=C\C(\O)=C/C(/O)=3)))[C@H](O)[C@@H](OC(=O)/C=C/C4(\C=C/C(/O)=C\C=4))[C@H](O)5))=O)\C=C/C(/O)=6)
PWY-7171,FLAVONOL-SYN,,CPD-14980,"isorhamnetin 3-<i>O</i>-(6""-<i>O</i>-<i>p</i>-coumaroyl)-glucoside",COC1(\C(\O)=C/C=C(/C=1)/C4(/OC5(\C(\C(=O)C(/O[C@@H]2(O[C@@H]([C@@H](O)[C@H](O)[C@@H](O)2)COC(=O)/C=C/C3(\C=C/C(/O)=C\C=3)))=4)=C(/C=C(/C=5)/O)\O)))
PWY-7171,FLAVONOL-SYN,,CPD-14987,"isorhamnetin 3-<i>O</i>-(3"",6""-<i>O</i>-di-<i>p</i>-coumaroyl)-glucoside",COC1(\C(\O)=C/C=C(/C=1)/C5(/OC6(\C(\C(=O)C(/O[C@@H]3(O[C@@H]([C@@H](O)[C@H](OC(=O)/C=C/C2(\C=C/C(/O)=C\C=2))[C@@H](O)3)COC(=O)/C=C/C4(\C=C/C(/O)=C\C=4)))=5)=C(/C=C(/C=6)/O)\O)))
PWY-7171,FLAVONOL-SYN,,CPD-14969,isorhamnetin 3-<i>O</i>-glucoside,COC1(\C(\O)=C/C=C(/C=1)/C3(/OC4(\C(\C(=O)C(/O[C@H]2([C@@H]([C@H]([C@H](O)[C@H](O2)CO)O)O))=3)=C(/C=C(/C=4)/O)\O)))
PWY-7171,FLAVONOL-SYN,,CPD-14990,"isorhamnetin 3-<i>O</i>-(3""-<i>O</i>-<i>p</i>-coumaroyl)-glucoside",COC1(\C(\O)=C/C=C(/C=1)/C4(/OC5(\C(\C(=O)C(/O[C@@H]3(O[C@@H]([C@@H](O)[C@H](OC(=O)/C=C/C2(\C=C/C(/O)=C\C=2))[C@@H](O)3)CO))=4)=C(/C=C(/C=5)/O)\O)))
PWY-7171,FLAVONOL-SYN,,CPD-14993,"isorhamnetin 3-<i>O</i>-(4""-<i>O</i>-<i>p</i>-coumaroyl)-glucoside",COC1(\C(\O)=C/C=C(/C=1)/C4(/OC5(\C(\C(=O)C(/O[C@@H]3(O[C@@H]([C@@H](OC(=O)/C=C/C2(\C=C/C(/O)=C\C=2))[C@H](O)[C@@H](O)3)CO))=4)=C(/C=C(/C=5)/O)\O)))
PWY-7171,FLAVONOL-SYN,,CPD-8004,isorhamnetin,COC1(\C(\O)=C/C=C(/C=1)/C2(/OC3(\C(\C(=O)C(/[O-])=2)=C(/C=C(/C=3)/O)\O)))
PWY-5793,FLAVONE-SYN,maysin biosynthesis,CPD-9587,rhamnosylisoorientin,C[C@H]1([C@H](O)[C@@H](O)[C@@H](O)C(O1)O[C@H]5([C@H](C3(/C(/[O-])=C\C4(\OC(/C2(\C=C(C(/O)=C\C=2)\O))=C/C(C(/C(/O)=3)=4)=O)))O[C@H](CO)[C@@H](O)[C@H](O)5))
PWY-5793,FLAVONE-SYN,maysin biosynthesis,CPD-9588,maysin,CC2(C(C(C(OC1(C(C(C(C(C)O1)O)O)O))C(O2)C5(/C(/O)=C4(C(/OC(/C3(\C=C(C(/O)=C\C=3)\O))=C/C4=O)=C\C(\[O-])=5)))O)=O)
PWY-5793,FLAVONE-SYN,maysin biosynthesis,ISOORIENTIN,isoorientin,C4(/C=C(C(/O)=C\C(\C2(\OC3(/C=C(C(\[C@H]1([C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O))=C(C(\C(\C=2)=O)=3)/O)/[O-])))=4)/O)
PWY-5793,FLAVONE-SYN,maysin biosynthesis,5734-TETRAHYDROXYFLAVONE,luteolin,C3(/C=C(C(/O)=C\C(\C1(\OC2(/C=C(/C=C(C(\C(=O)\C=1)=2)/O)/[O-])))=3)/O)
PWY-83,LIGNIN-SYN,monolignol glucosides biosynthesis,CPD-94,dihydroconiferyl alcohol,COC1(/C=C(CCCO)\C=C/C(/O)=1)
PWY-83,LIGNIN-SYN,monolignol glucosides biosynthesis,CPD-82,dihydroconiferyl alcohol glucoside,COC2(/C=C(CCCO)\C=C/C(/O[C@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O))=2)
PWY-83,LIGNIN-SYN,monolignol glucosides biosynthesis,SINAPALDEHYDE,sinapaldehyde,COC1(/C=C(/C=C/C=O)/C=C(C(\O)=1)/OC)
PWY-83,LIGNIN-SYN,monolignol glucosides biosynthesis,CPD-79,sinapaldehyde glucoside,COC2(\C(\O[C@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O))=C(C=C(/C=2)/C=C/C=O)\OC)
PWY-83,LIGNIN-SYN,monolignol glucosides biosynthesis,CONIFERYL-ALDEHYDE,coniferaldehyde,COC1(\C(\O)=C/C=C(/C=C/C=O)/C=1)
